PolyID,Volume
1455,43
1458,25
1459,86
1466,32
1461,47
1481,35.3053435114504
1463,25
1497,35
1471,48
1465,25
1469,30.125
1467,37
1468,155
1472,92
1470,69
1480,155
1473,60.1666666666667
1491,71.8947368421053
1492,61
1474,48
1475,69
1477,51
1478,48
1479,69
1482,51
1483,63
1490,61
1484,48
1485,35
1493,155
1486,48
1487,48
1488,37
1489,35
1509,64.7708333333333
1494,60
1514,78.6764705882353
1499,14.75
1495,44
1496,76
1498,35
1523,64.1076923076923
1515,25.3863636363636
1507,39
1500,100
1501,57
1531,55
1502,57
1503,57
1504,74
1513,57
1508,57
1510,31
1505,74
1506,74
1511,54
1512,68
1524,58.2380952380952
1516,23
1520,43
1517,83
1518,74
1543,67.8015873015873
1519,74
1530,99.3125
1521,59
1527,58.5238095238095
1534,103.133333333333
1522,55
1532,63
1529,43
1576,33.1949860724234
1525,23
1526,55
1528,62
1533,83
1535,27
1536,52
1537,85
1538,28
1539,57
1544,85
1540,28
1561,85.24
1541,57
1542,77
1545,30
1560,58.4166666666667
1546,15
1547,21
1554,77
1548,79
1550,21
1557,99
1549,59
1551,50
1552,62
1555,26
1553,41
1556,62.4285714285714
1562,44
1558,59
1568,68
1559,48
1571,176
1563,89
1564,41
1565,27
1566,48
1567,26.8
1569,68
1570,46
1572,89
1573,26
1574,66
1575,59
1579,68
1585,40
1577,44
1578,89
1586,68
1591,48.2448979591837
1580,85
1583,86.1428571428571
1581,26
1582,71
1584,68
1587,54
1588,50
1589,69
1596,60
1590,68
1592,68
1593,68
1594,68
1595,68
1600,46
1597,62
1604,69.5454545454546
1598,130
1602,29
1599,63
1601,46
1603,130
1605,46
1607,29
1606,130
1608,120
1609,120
1610,0
1611,0
1612,23
1613,0
1614,23
1617,57
1615,68
1616,23
1629,39.2307692307692
1618,23
1619,0
1620,0
1621,23
1622,0
1623,57
1628,46
1627,36
1639,89.2764705882353
1624,36
1625,137
1630,34.5714285714286
1626,46
1631,27.375
1632,40
1633,39
1634,78
1635,39
1636,51
1637,180
1638,180
1641,55
1640,55
1674,88.8838709677419
1642,81
1643,61
1644,86
1654,78
1645,30
1646,85
1647,61
1652,70
1648,87
1649,87
1653,70
1650,87
1651,78
1655,72
1656,70
1657,72
1660,76
1658,72
1659,0
1661,0
1662,22
1663,22
1664,0
1665,0
1667,82
1666,76
1673,54
1668,76
1669,82
1670,38
1671,0
1672,38
1675,23
1676,24
1677,140
1678,22
1684,138
1695,23.5702479338843
1679,149
1686,90
1680,140
1681,22
1683,24
1682,22
1685,140
1687,140
1688,90
1699,21
1689,90
1691,61.3333333333333
1690,24
1692,22
1693,31
1694,22
1696,22
1712,0
1707,56.7096774193549
1697,0
1698,76
1700,132
1702,0
1714,132
1701,0
1703,0
1704,58
1715,0
1705,0
1706,0
1710,0
1724,56
1721,58
1708,0
1709,0
1711,0
1723,80
1713,68
1718,0
1716,0
1717,0
1719,0
1720,0
1722,0
1761,56
1727,56
1728,56
1725,0
1726,0
1729,56
1736,0
1730,0
1731,56
1732,0
1733,0
1739,0
1734,0
1735,84
1737,0
1752,92
1775,77.5544554455446
1738,40
1740,0
1741,72
1747,0
1742,0
1743,0
1744,0
1753,0
1745,72
1746,0
1760,85
1748,0
1749,0
1750,0
1763,0
1751,0
1754,84
1755,40
1756,68
1762,0
1757,0
1758,0
1759,79
1764,0
1765,79
1766,0
1768,40
1767,0
1769,68
1770,40
1771,68
1772,68
1782,0
1773,0
1774,81
1779,0
1776,0
1777,44
1778,72
1780,0
1788,0
1785,76
1781,81
1783,0
1784,0
1787,45.6969696969697
1786,83
1791,72.3414634146342
1789,71
1801,82
1792,98.9
1797,0
1790,72
1793,72
1794,0
1795,72
1796,0
1798,72
1799,0
1800,0
1802,0
1803,0
1804,0
1805,0
1807,106
1806,0
1808,0
1809,0
1810,0
1811,0
1812,0
1818,124
1813,0
1814,0
1815,50
1816,0
1817,0
1819,0
1820,0
1822,120.307692307692
1824,0
1821,0
1823,91
1832,91
1825,0
1828,0
1826,0
1827,0
1830,0
1829,0
1831,0
1833,0
1834,0
1835,0
1848,77
1838,0
1837,0
1836,0
1841,0
1839,42
1840,0
1842,42
1843,0
1844,0
1846,16.3636363636364
1849,114
1845,24
1847,35
1850,35
1851,35
1859,63
1852,35
1860,38
1853,58
1854,58
1855,44
1856,58
1857,58
1858,44
1861,38
1865,39
1864,48
1862,38
1863,89
1866,0
1951,98.4647377938517
1867,74
1870,76
1868,74
1869,76
1871,68
1880,0
1875,0
1872,96
1885,96
1873,55
1876,61
1874,0
1883,0
1877,96
1878,96
1886,0
1879,0
1903,63.5
1881,61
1887,0
1882,0
1884,61
1888,96
1889,59
1890,96
1891,0
1900,0
1899,56.35
1902,59
1892,55
1893,0
1894,66
1895,0
1896,67
1897,0
1909,67
1905,0
1901,0
1898,0
1904,0
1906,0
1907,0
1908,0
1910,0
1911,0
1912,0
1934,0
1913,44
1914,59
1915,67
1920,0
1916,44
1917,72
1918,67
1919,67
1921,76
1922,76
1936,89.7777777777778
1927,145
1923,46
1928,46
1950,76
1924,79
1925,120
1930,55.3913043478261
1940,82
1926,127
1945,0
1933,0
1929,79
1931,63
1932,82
1935,85
1944,91
1937,91
1938,97
1939,41
1967,62.0851063829787
1941,76
1952,86
1942,93
1943,93
1953,48.921568627451
1946,93
1947,46
1961,0
1948,41
1954,64
1949,41
1955,84
1956,86
1960,84
1978,80.7037037037037
1957,64
1958,80
1959,120
1981,56
1965,80
1962,120
1964,63
1963,120
1970,85
1966,0
1968,48
1969,85
1974,65.9230769230769
1971,0
1972,69
1973,70
1975,32
1983,0
1976,85
1982,32
1977,73
1990,84
1979,76
1980,73
1984,73
1985,40.125
1988,85
1986,69
1987,42
1991,0
1989,84
1992,0
2008,0
1993,0
1995,91
1994,0
1998,0
1996,67
1997,0
2009,67
2012,37
1999,37
2001,53
2000,0
2022,67.562962962963
2002,58
2003,0
2004,53
2005,0
2010,58
2006,0
2013,0
2007,0
2011,0
2014,39
2015,39
2016,75
2017,39
2018,39
2020,44.3333333333333
2019,53
2021,69
2032,38
2023,64
2030,55
2033,0
2025,72
2024,38
2028,74.6666666666667
2026,63.25
2027,38
2029,90
2031,90
2034,78
2035,90
2037,78
2036,90
2038,74
2040,74
2042,56
2041,67
2039,52
2075,60.8571428571429
2043,106
2044,106
2045,58
2046,47
2047,48
2083,65.2597402597403
2048,64
2049,67
2050,64
2051,58
2062,65
2052,69
2053,67
2054,65
2055,42
2056,67
2057,64
2058,69
2059,123
2060,64
2072,54
2061,42
2076,71.1875
2085,61.3225806451613
2063,103
2064,69
2065,64
2074,42
2070,58
2066,58
2067,65
2068,58
2069,103
2080,83
2077,67
2071,64
2073,65
2078,42
2079,56
2081,72
2082,66
2084,72
2086,56
2087,56.4444444444445
2088,72
2089,60
2091,34
2097,74.1
2090,49
2092,124
2093,49
2094,124
2095,74
2098,69
2096,124
2101,78
2099,82
2133,59
2100,34
2102,34
2103,56
2104,40
2136,59.6076923076923
2108,49
2105,49
2109,49
2106,40
2107,40
2113,70.3571428571429
2110,52
2111,40
2112,82
2116,67
2114,52
2115,40
2117,40
2118,40
2119,67
2129,47
2120,67
2121,67
2122,48
2124,67
2123,48
2142,48
2125,53
2127,59
2149,47
2263,62.7032193158954
2126,44
2140,74
2128,44
2141,67
2143,41
2130,0
2131,52
2132,43
2134,52
2146,52
2135,53
2137,47
2160,48.072463768116
2138,52
2144,77
2139,53
2147,53
2145,53
2157,77
2148,77
2150,41
2151,47
2158,43
2159,51
2163,77
2152,41
2153,64
2154,55
2155,64
2156,71
2161,55
2162,43
2164,55
2166,55
2165,43
2167,43
2170,107
2168,89
2169,43
2171,89
2185,71.2115384615385
2172,81
2173,63
2174,66
2175,52
2176,66
2177,66
2207,89.5263157894737
2178,66
2179,66
2180,63
2189,52
2183,65.3333333333333
2184,68.6
2187,66
2181,71
2182,63
2186,63.25
2188,52
2190,71
2191,75
2192,50
2193,53
2194,44
2195,52
2196,65
2197,0
2198,0
2199,44
2200,67
2201,0
2204,53
2202,0
2208,0
2203,44
2209,63
2210,67
2205,52
2268,61.7350427350427
2211,0
2206,0
2212,52
2217,50
2250,81.6216216216216
2213,0
2214,44
2215,44
2216,51
2218,63
2223,0
2219,55
2220,67
2221,59
2222,99
2224,51
2225,51
2226,63
2227,67
2228,0
2229,0
2230,51
2231,51
2232,0
2237,0
2233,51
2240,52
2234,99
2235,0
2239,50
2269,51.6792452830189
2236,67
2238,52
2241,52
2242,63
2243,82.75
2244,0
2245,47
2246,83
2261,92
2247,103
2257,51
2248,45
2249,45
2251,103
2256,0
2252,51
2253,51
2254,63
2255,97.25
2258,51
2259,85
2260,90
2262,99
2264,63
2265,0
2266,0
2275,0
2267,0
2270,75
2271,105
2283,0
2272,75
2292,72.25
2273,81.5
2274,0
2276,65
2277,105
2286,172.5
2278,65
2279,0
2280,65
2281,65
2294,80.7727272727273
2282,0
2284,56
2291,56
2285,61
2287,0
2288,0
2293,64
2289,56
2295,0
2290,0
2296,56
2297,65
2298,64
2299,0
2300,0
2305,0
2301,61
2302,127
2303,0
2304,0
2306,64
2307,79
2308,0
2309,56
2330,64
2310,79
2311,0
2312,61
2313,44
2314,126
2315,44
2316,110
2317,0
2319,110
2318,44
2320,71
2321,0
2324,65.6
2322,48
2326,97.6470588235294
2344,87.0476190476191
2323,88
2327,62
2325,61
2328,77
2329,48
2331,77
2332,0
2333,61
2334,88
2335,105.92
2347,102.448275862069
2336,68
2342,0
2338,0
2337,123
2340,0
2339,68
2343,0
2341,0
2345,77
2346,47
2351,146
2348,63
2354,44
2349,76
2357,76
2374,72.90625
2350,47
2352,77
2353,64
2355,44
2356,65
2363,42
2366,0
2358,63
2359,76
2360,64
2389,44
2361,44
2362,47
2388,93.4905660377358
2364,71
2365,62
2367,44
2368,47
2378,103.575757575758
2369,63
2370,76
2371,64
2375,63
2372,76
2373,64
2376,64
2440,64
2377,44
2379,42
2390,44
2380,145
2381,81
2382,74
2385,44
2383,28
2437,145
2384,63
2386,44
2387,44
2442,44.3571428571429
2404,42.25
2393,115
2391,63
2392,75
2403,60.84
2394,44
2395,28
2396,62
2397,44
2422,44
2398,28
2399,31
2400,31
2401,43
2402,0
2405,74
2406,62
2407,40
2408,44
2409,44
2417,31
2410,43
2411,0
2412,70
2441,62.3134328358209
2413,47
2414,44
2415,44
2416,91
2418,99
2419,99
2420,40
2421,42
2423,44
2424,44
2425,99
2426,86
2482,49.3857142857143
2427,44
2428,44
2429,25
2436,0
2430,86
2431,99
2462,97.0975609756098
2432,72.2857142857143
2433,63
2434,80
2629,55.3147928994083
2435,49
2506,60.6478873239437
2477,99
2443,74
2438,80
2446,44
2439,49
2469,53
2444,63
2445,54
2451,44
2447,49
2448,49
2449,53
2450,63
2452,44
2453,44
2498,50.2869565217391
2454,54
2496,63.53125
2455,64
2456,44
2457,44
2535,44
2458,49
2459,61
2460,74
2465,54.4285714285714
2461,54
2478,100.333333333333
2463,54
2500,46
2464,74
2466,44
2467,63
2468,64
2520,46.9891304347826
2470,63
2481,63
2472,63
2473,63
2471,57
2474,44
2475,49
2476,61
2487,56
2521,121.368421052632
2479,49
2480,63
2499,57
2483,44
2501,54.5686274509804
2484,44
2504,108.451612903226
2488,36
2485,63
2502,63
2486,44
2489,54
2509,47
2503,52
2490,52
2491,52
2492,55
2493,63
2494,44
2495,44
2505,45
2513,63.3333333333333
2507,52
2508,83
2497,44
2517,55.3
2518,43
2510,98
2511,83
2512,54
2536,44
2519,53.4
2514,63
2515,83
2516,54
2556,76
2526,63
2546,62.8064516129032
2522,98
2523,83
2524,39
2525,98
2527,54
2528,68
2529,63
2530,44
2540,51
2537,51
2531,44
2538,46
2539,53.4285714285714
2532,63
2533,54
2534,44
2541,39
2548,54
2542,54
2543,54
2551,67
2544,0
2545,63
2547,83
2549,44
2550,46
2552,63
2553,44
2554,93
2555,84
2557,39
2558,39
2564,51
2559,54
2585,44
2560,44
2561,76
2562,0
2563,63
2592,82
2565,54
2566,44
2567,60
2568,39
2569,39
2570,51
2587,70.9230769230769
2571,44
2572,44
2589,44
2573,76
2586,41.8125
2574,39
2575,76
2582,76
2576,76
2577,94
2578,54
2584,44
2579,39
2580,82
2581,76
2583,71
2588,51
2590,44
2591,85
2593,153
2594,76
2595,47
2596,54
2597,51
2598,44
2603,44
2599,44
2600,79
2631,58.1147540983607
2601,54
2620,85
2602,51
2604,44
2605,58
2606,82
2630,47
2611,44
2607,44
2608,106
2609,58
2610,50
2698,44
2612,82
2613,82
2614,82
2615,48
2632,100.333333333333
2616,54
2617,76
2618,79
2664,106
2643,0
2776,72.6541737649063
2619,48
2621,50
2622,54
2633,51
2634,60.9310344827586
2623,49
2624,44
2625,44
2626,44
2627,44
2628,44
2635,44
2636,63
2639,101
2637,60.5
2705,76
2638,76
2665,79
2696,84.1428571428572
2640,72
2641,47
2642,44
2645,83
2644,63
2646,64
2647,72
2653,45.4285714285714
2648,53
2649,44
2650,64
2651,76
2652,76
2666,43.3636363636364
2654,44
2655,44
2656,86
2657,45
2658,82
2659,49
2660,49
2661,76
2662,44
2663,44
2694,45
2667,104
2668,58
2669,82
2670,76
2671,44
2672,44
2745,78.0238095238095
