PolyID,Height
1045,31
1046,31
1047,35
1055,33
1049,32
1051,11
1052,28
1121,30.7746478873239
1054,34
1066,34
1056,32
1143,28.0263157894737
1058,30
1059,28
1060,25
1061,25
1073,25
1062,25.5
1063,26
1111,29.8613861386139
1067,34
1068,34
1069,25
1070,11
1071,25
1072,25
1074,28
1122,31.1538461538462
1075,34
1076,33
1078,31
1080,25
1081,32.5
1105,32.8666666666667
1112,32.8
1082,30
1123,32
1083,32
1084,36
1085,33
1086,29
1087,25
1108,31.05
1088,25
1089,18
1091,31
1095,23.5
1092,33
1130,26.2592592592593
1113,27
1107,32
1093,25
1232,25.3259259259259
1094,26
1115,34.4285714285714
1384,29.42
1216,33.575
1096,29
1097,25
1110,30.7142857142857
1098,29
1218,30.1369863013699
1099,26
1100,31
1101,35
1102,35
1217,29.3703703703704
1118,29
1114,35
1119,32
1120,29
1124,32
1125,29.3333333333333
1126,12
1127,31
1177,25
1128,25
1182,34.4705882352941
1129,32
1138,34
1141,31
1131,34
1132,29
1133,32
1134,25
1148,25
1247,25.687707641196
1135,25
1149,25
1136,32
1137,28
1140,30
1307,27.8795180722892
1178,30.5
1142,34
1211,33.6826923076923
1144,22
1145,12
1146,29
1147,25
1150,28
1151,29
1152,32
1153,30
1160,32.4
1154,32
1180,25
1155,28
1156,38
1157,35
1158,32
1159,26
1195,32.1153846153846
1161,34
1179,28
1282,27
1185,26
1198,30
1162,32
1257,25
1181,33
1164,28
1165,38
1166,26
1167,21
1212,34
1168,32
1169,33
1170,28
1171,28
1189,34
1215,36
1183,30
1172,36
1173,20
1184,31
1204,29.5
1174,30
1186,25
1191,29
1187,18
1259,31.1314285714286
1188,35
1190,31
1327,28.3361344537815
1203,31
1192,33
1193,29
1194,34
1196,31
1197,10
1205,28
1199,25
1207,30.3333333333333
1200,18
1201,38
1202,29
1264,22.4848484848485
1206,25
1397,31.9596602972399
1208,38
1209,28.2
1235,29.7884615384615
1210,34
1245,30.7
1213,26
1220,25
1214,29
1239,25
1271,29.3658536585366
1323,28.2816326530612
1219,25
1234,25
1295,28.9142857142857
1221,33
1240,28.0857142857143
1222,34
1223,12
1224,24
1225,30
1226,25
1237,25
1227,12
1236,30.2857142857143
1228,32
1297,27.5714285714286
1238,25
1229,25
1248,25
1230,18
1241,21
1231,24
1255,32
1242,24
1354,27.986143187067
1243,18
1252,32.375
1244,34
1246,25
1249,26.5
1250,26
1367,34.887323943662
1251,35
1253,35
1254,32
1256,18
1499,26.0928792569659
1258,33
1395,31.7077625570776
1260,26
1294,34.0625
1261,35
1262,29
1263,32
1265,26
1266,29
1267,32
1293,29
1273,25
1268,35
1321,27.359375
1269,29
1270,34
1292,17.6
1272,29
1298,25.6923076923077
1274,35
1306,31.55
1275,26
1276,14
1277,28
1278,29
1279,29
1288,26.6923076923077
1280,33
1281,29
1302,29
1283,32
1310,27.7142857142857
1284,28
1285,26
1286,36
1291,26
1287,29
1365,30.5894736842105
1444,34.1728971962617
1289,34
1347,29.8888888888889
1290,12
1299,33
1300,33
1325,25
1301,24.5
1303,34
1304,32
1305,25
1407,25
1308,32
1309,30
1311,25
1312,18
1313,33
1314,25
1315,25
1316,25
1317,13
1348,30.4411764705882
1349,29.3333333333333
1318,32
1319,25
1320,25
1322,35
1423,28.7673267326733
1324,25
1326,30
1336,33
1328,29
1329,29
1330,25
1331,25
1332,25
1351,28.3265306122449
1333,31
1334,37
1335,35
1360,31
1337,18
1396,26.8181818181818
1410,28.6875
1350,30.25
1446,25
1447,26
1338,25
1339,24
1340,24
1341,13
1342,29
1352,31
1343,24
1344,24
1381,31.6585365853659
1345,24
1346,13
1389,27.0344827586207
1361,27.2307692307692
1500,27.4538461538462
1353,25
1377,30
1355,25
1507,26.7946428571429
1356,37
1357,35
1358,33
1359,24
1362,24
1363,33
1364,25
1366,30
1408,25
1414,31.6046511627907
1368,32
1369,13
1370,13
1371,25
1372,29
1373,35
1374,35
1375,30.25
1478,25.6236559139785
1382,25
1376,22
1378,29
1379,37
1380,31
1406,26
1383,29
1492,29.9223880597015
1398,28.6470588235294
1404,28.2142857142857
1385,25
1450,26.6037735849057
1386,34
1387,26
1399,30
1388,18
1725,27.9865702479339
1403,22.7058823529412
1390,26
1391,26
1400,33
1392,25
1393,18
1401,27.8333333333333
1394,31
1402,34
1422,34
1405,26
1409,29
1539,31.162962962963
1411,22
1412,18
1413,29
1433,22.2692307692308
1445,28.8805970149254
1418,30
1420,25
1464,22
1415,32
1526,23.4909090909091
1463,27.9795918367347
1416,32
1417,29
1419,29
1448,32.0909090909091
1421,31
1424,29
1425,30
1458,27.3132530120482
1426,32
1427,33
1428,30
1564,25
1429,29
1430,25
1431,25
1432,25
1473,30.4666666666667
1434,32
1469,32
1435,32
1436,33
1471,26.9047619047619
1437,29
1438,26
1439,25
1452,22
1683,35.0061349693252
1449,31.75
1456,26.7234042553192
1440,29
1441,22
1442,33
1733,30.14709371293
1443,13
1451,29
1453,31
1454,31
1455,32
1457,24
1459,22
1460,38
1475,27.9473684210526
1461,27
1462,18
1607,28.1884422110553
1465,22
1466,25
1467,38
1468,32
1470,27
1472,29
1474,38
1498,31.9166666666667
1476,32
1489,31.7647058823529
1477,26
1560,26.8325581395349
1515,29.8648648648649
1479,37
1592,31.8695652173913
1480,38
1481,38
1482,32
1483,31
1487,26.5
1484,21.625
1485,28
1486,38
1502,31.0724637681159
1488,34
1493,29
1490,29
1517,22
1491,32
1675,29.7689075630252
1494,29
1501,29
1495,28
1541,30.3818181818182
1511,26
1496,14
1503,30.9565217391304
1497,32
1504,26
1505,29
1506,29
1508,33
1509,32
1510,25.5
1512,14
1513,32
1514,26
1583,27.0786516853933
1516,29
1524,25
1518,33
1519,32
1627,29.9364161849711
1520,26
1521,29
1522,29
1523,29
1528,29
1546,34.25
1582,31.1123595505618
1525,23
1532,12
1533,26
1527,25
1612,25.4289617486339
1537,35
1529,36
1561,32.448275862069
1530,26
1531,31
1548,30.2
1544,33
1534,25
1535,29
1545,29
1536,29
1562,26.9047619047619
1538,26
1540,32
1554,32
1542,32
1549,26
1543,25
1551,25.6
1547,25
1563,18
1550,25
1552,29
1553,33
1629,28.98
1555,30
1565,28.5
1556,29
1631,33.4391534391534
1557,17
1558,32
1559,29
1566,29
1574,33
1590,29.96
1567,31
1568,26
1569,25
1570,25
1576,25
1571,29
1572,33
1573,33
1575,25
1580,25
1577,33
1601,25
1578,34
1579,29
1602,30.4893617021277
1680,36.6235294117647
1581,30
1591,30.1666666666667
1585,33
1681,31.3986928104575
1586,15
1587,14
1588,25
1726,34.8482142857143
1597,31
1589,14
1593,38
1598,22.5625
1594,14
1671,30.4242424242424
1595,38
1596,38
1599,30
1640,26
1600,25
1609,27.1052631578947
1644,26.6607142857143
1603,38
1632,38
1611,27
1604,24
1605,26
1606,30
1682,29.5942028985507
1608,25
1610,35
1709,27.5571428571429
1613,21
1630,26
1614,35
1628,26.2941176470588
1615,30
1619,25
1616,24.6666666666667
1617,30
1618,17
1776,26.7562814070352
1620,14
1633,31.75
1621,32
1634,29.7142857142857
1622,21
1623,29
1624,19
1625,38
1646,17
1626,14
1641,22
1635,19
1636,31
1637,26
1638,31
1716,27.5409836065574
1639,32
1642,25
1643,29
1659,30.3571428571429
1645,31
1647,26
1648,26
1654,29.7857142857143
1649,32
1650,30.2
1651,21
1661,25
1652,25
1663,29
1653,28.2727272727273
1655,29
1676,29.6315789473684
1673,21
1656,33
1657,33
1658,38
1660,29
1685,29.3333333333333
1662,35
1664,38
1665,32
1666,13
1667,29
1693,28.6666666666667
1668,25
1687,35.75
1689,29
1669,38
1928,34.6502946954813
1670,26
1672,22
1690,33
1729,25.5569620253165
1684,34.3333333333333
1674,31
1686,25
1677,35
1678,29
1679,27
1731,26.2411764705882
1688,35
1739,29.075
1691,31
1692,10
1694,29
1699,28.48
1695,19
1696,19
1697,31
1698,39
1703,39
1775,34.1320754716981
1715,26.5
1706,26
1960,33.0083102493075
1700,20
1701,37.2
1702,39
1814,35.1716738197425
1704,37
1705,30.3636363636364
1713,28.75
1793,27.9760765550239
1707,37
1708,33
1732,25
1783,26
1710,33
1711,33
1712,30
1730,31.7377049180328
1714,20
1719,26
1735,30
1717,37
1718,23.6666666666667
1734,28
1720,26
1721,29
1722,31.6666666666667
1723,26
1724,17
1740,28.7777777777778
1743,30
1736,29
1737,29
1738,23
1746,23
1753,22.5
1741,26
1742,24
1744,17
1745,20
1752,35.4375
1747,35
1748,24
1749,26
1750,28
1813,28.3511904761905
1756,30
1751,34
1763,27
1757,23
1754,36.25
1761,19
1762,20.6666666666667
1755,29
1777,29.5365853658537
1758,32
1759,30
1760,24
1848,28.2613636363636
2023,27.2711496746204
1764,29
1856,32.5283018867925
1765,23
1766,30
1767,20
1779,29.6666666666667
1825,27.7479674796748
1768,26
1790,26
1769,30
1818,26.7472527472528
1770,33
1778,32.6875
1780,23
1771,28
1772,18
1773,28
1787,31.9375
1797,32.65
1774,21
1781,30
1782,17
1784,20
1785,28
1786,32
1788,21
1789,25
1791,17
1792,20
1794,29
1840,31.5245901639344
1795,17
1796,34
1815,32
1812,33
1805,27.7142857142857
1808,25
1798,18
1799,30
1800,32
1801,30
1816,30
1802,29
1821,26
1822,30
1803,32
1804,11
1806,32
1817,22
1807,21
1809,25
1810,25
1866,28.6153846153846
1811,33.5
1842,29
1872,25
1844,30.5625
1819,33
1820,22
2265,27.8255578093306
1857,26.375
1843,24.3333333333333
1828,29
1823,25
1824,34
1826,29
1827,29
1829,25
1830,25
1831,25
1832,34
1833,32
1834,29
1835,25
1846,26
1836,26
1837,23
1838,29
1839,32
1841,11
1863,29.8793103448276
1845,25
1858,26.4423076923077
1847,33
1854,15
1849,26
1882,33.7777777777778
1855,31
1850,30
1851,24
1852,14
1861,29
1893,27.92
1853,30
1891,26
1904,30
1859,25
1868,29.25
1860,29
1929,26.744966442953
1862,36
1888,25
1864,25
1875,26.8181818181818
1865,25.7
1867,36
1869,29
1870,19
1871,29
2126,27.3774787535411
1883,31.5384615384615
1873,16
1874,25
1885,25
1876,32.2
1877,35
1878,24
1879,19
1899,32.6923076923077
1880,29
1881,25
1884,25
1886,34
1887,23
1889,30
1890,25
1892,25
1894,25
1900,30
1933,31.7
1895,32
1896,25
1897,35
1898,33
1931,27
1901,19
1902,27
1903,25
1905,26.4
1906,25
1939,30
1907,21
1908,27
1909,27
1910,25
1911,30
1912,29
1930,21
1913,35
1914,28
1915,27
1916,25
1917,21
1918,21
1919,21
1920,35
1924,27
1921,26
1932,22
1922,21
1923,25
2269,27.5408719346049
1944,30
1925,11
1934,24.6
1935,21
1926,33
2027,29.4089219330855
1927,33
1936,28
1982,28.0434782608696
1937,31
1938,33
1947,26.7241379310345
1940,34
1941,28
1942,24
1943,27
1945,35
2334,33.7504667081518
2001,34.3181818181818
2024,33.4095563139932
1946,24
1950,24
1948,25
2597,33.1582759869612
1949,34
1951,30
1952,23.3333333333333
1955,28
1953,22
1954,31
1961,31.6923076923077
1956,26
2207,25.6517412935323
1957,18
1958,28
1959,28
1962,27
1983,27
1963,14
1966,21.8461538461538
1964,29
1999,28.0204081632653
1965,29
1967,25
1968,20
1987,26.8387096774194
1969,25
1971,27
1981,25
1970,31
1986,33
1974,29
1985,33.8333333333333
1984,33
1972,33
1973,30
1975,27
1976,33
1977,27
1991,25
1978,23
1992,29
1979,33
2128,26.9384615384615
1980,27
1988,18
1989,27
1990,25
2079,35.6336206896552
1993,17
1994,27
1995,35
1996,33
1997,25
2074,25
1998,25
2000,18
2006,35
2002,15
2003,33
2004,28
2005,26
2009,16
2022,28.6428571428571
2007,17.6666666666667
2026,25.7142857142857
2015,35
2008,35
2107,32.625
2010,26
2011,15
2012,33
2028,32
2077,24.359375
2013,30
2018,26
2014,26
2044,29.65
2032,35
2016,16
2017,29
2021,31
2025,30
2019,26
2046,32
2183,27.0284360189573
2033,33
2062,22.8636363636364
2049,28.855421686747
2020,33
2029,26
2118,25.9669421487603
2030,30
2031,30
2034,15
2129,25.5031847133758
2035,26
2036,26
2037,30
2038,30
2039,35
2040,27.6666666666667
2048,31
2055,30.6666666666667
2041,29
2042,16
2043,29
2054,25.2727272727273
2045,30.5
2053,27.7777777777778
2047,34
2075,26.9285714285714
2050,27
2051,25
2052,26
2078,29.2058823529412
2076,30.6545454545455
2099,30.237037037037
2142,30.304347826087
2056,22
2057,26
2058,26
2059,26
2060,39
2085,29
2061,19
2063,29
2064,21
2065,25
2066,22
2067,26
2068,26
2069,33
2130,30.8446601941748
2070,33
2071,25
2087,32
2081,24
2088,21
2072,22
2073,26
2080,34
2163,31.1344537815126
2095,25.875
2082,26
2083,26
2084,25
2112,25
2086,25
2092,32
2133,25
2089,32
2090,30
2091,25
2127,32
2093,32.3333333333333
2094,29
2096,21
2097,25
2111,25
2098,25
2104,34
2100,30
2109,26
2101,21
2102,24
2103,21
2113,25
2205,26.8266666666667
2105,32
2106,31
2246,27.7452830188679
2108,30
2110,26
2114,25
2115,25
2116,25
2117,26
2119,25
2136,25.8125
2120,35
2131,33
2121,19
2122,25
2494,26.2992299229923
2304,32.0070921985816
2123,19
2124,34
2272,30.0748299319728
2141,33
2125,25
2134,33
2221,31.4587155963303
2159,34
2282,35.6719576719577
2132,33
2135,25
2137,31
2203,33.2045454545455
2220,30.9642857142857
2138,30
2139,30
2140,33
2427,28.7170542635659
2143,33
2144,29
2145,22
2146,25
2147,29
2148,36
2149,34
2150,30
2160,33
2151,30
2152,29
2153,33
2154,22
2166,25
2155,25
2156,20
2157,34
2158,32
2184,30.7142857142857
2161,30
2162,30
2204,28.6666666666667
2164,33
2165,33
2167,25
2202,25
2208,31.0333333333333
2168,35
2169,31
2170,32
2171,31.2
2172,23
2498,28.1171052631579
2209,21.5
2173,26
2229,27.1176470588235
2174,39
2191,35
2192,32.9230769230769
2175,36
2176,17
2195,34
2177,31
2178,22
2179,22
2180,25
2216,30
2181,25
2578,34.1982942430704
2182,33
2185,25
2206,26.8
2186,22
2187,25
2188,25
2189,39
2190,37
2263,28.0967741935484
2193,33
2213,31
2194,31
2223,28
2196,23
2197,25
2198,25
2230,31.6551724137931
2210,33.4
2211,37.6666666666667
2212,38
2199,36
2222,33
2200,33
2201,20
2236,27.2
2214,31
2215,22
2217,25
2638,27.2363636363636
2218,29.3333333333333
2219,36
2271,29.0909090909091
2234,31
2248,25
2224,25
2225,17
2226,22
2227,22
2228,30
2231,26
2232,26
2519,32.7521739130435
2233,31
2235,20
2409,29.8199513381995
2237,30
2238,29
2266,29.2142857142857
2267,28.9310344827586
2239,30
2240,25
2244,31
2241,31
2251,30
2242,25
2243,30
2245,25
2247,14
2249,22
2250,22
2329,28.430303030303
2332,32.375
2252,14
2273,28.0833333333333
2253,30
2408,25.2965517241379
2254,33
2564,35.0065146579805
2268,27.2857142857143
2255,33
2270,30
2256,25
2257,25
2258,31
2259,27
2445,27.568
2260,33
2331,28.05
2285,22
2261,22
2280,34.6666666666667
2262,29
2264,26
2330,30.0746268656716
2274,29
2275,22
2276,25
2277,25
2278,29
2279,22
2281,29
2283,31
2284,30
2286,22
2287,25
2288,29
2289,30
2290,31
2371,29.9010989010989
2291,27
2292,23
2293,22
2294,22
2295,22
2321,28.5454545454546
2296,31
2297,27
2298,29
2299,25
2300,25
2301,19
2302,25
2312,25
2303,25
2305,37
2306,29
2352,30.1904761904762
2401,23.5809523809524
2307,14
2308,29
2309,29
2310,25
2311,20
2313,25
2314,25
2333,30
2315,37
2316,25
2317,28
2459,28.5635359116022
2318,26
2319,34
2344,25
2320,36
2348,34.2857142857143
2364,30.5454545454545
2365,30
2422,33.8115384615385
2342,30.4444444444444
2322,27
2323,25
2324,25
2325,25
2356,34.6
2326,36
2327,35
2328,14
2426,25.4123711340206
2335,34
2395,26.25
2373,25.5230769230769
2336,25
2346,36
2337,36
2338,33
2339,35
2412,27.7642276422764
2340,23
2341,31
2343,25
2355,22
2345,25
2347,27.6666666666667
2349,33
2350,33
2474,29.4431818181818
2351,31
2358,33
2353,33
2369,28.0588235294118
2393,31.3333333333333
2413,28.0227272727273
2354,25
2366,33
2357,32
2410,33.2
2359,32.4
2360,34
2381,28
2361,27
2362,25
2430,25
2363,31
2745,26.0441361916772
2367,34
2368,33
2370,23
2372,25
2374,22
2375,22
2451,30.0566037735849
2376,37
2386,36.7272727272727
2377,34
2378,34
2379,34
2457,28.2173913043478
2380,30
2382,30
2383,22
2384,22
2385,25
2387,33
2619,29.156
2388,31.25
2415,29.2
2389,31
2390,29
2391,29
2392,15
2394,30
2595,29.6242774566474
2486,26.2857142857143
2396,22
2397,25
2570,25
2535,21
2558,36.5686274509804
2414,38
2411,35
2398,26
2443,31
2421,33.125
2399,16
