PolyID,TreeVolume
59814,16.3793103448276
59700,2.66666666666667
59701,10
59911,26.1034482758621
59702,11
59703,1
59704,1
60127,1.45744680851064
59705,2
59706,2
59707,18
59708,19
59811,2.93548387096774
59709,3
59710,7
59731,5.21739130434783
59798,16.875
59823,49.7826086956522
59711,31
59712,36
59760,39.7777777777778
59713,18
59813,32.5
59714,18
59715,2
59795,2
59716,5
59719,23.3333333333333
59720,27
59721,1
59722,1
59723,1
59739,2
59724,3
59725,6
59726,27
59727,27
59728,19.875
59729,12
59730,8
59803,12.1647058823529
59733,4
59797,14.5
59734,14.3333333333333
59735,17
59827,8.2
59736,3.5
59972,7.93421052631579
59800,24.22
59741,34
59742,6
59743,8
59744,8
59799,23.0476190476191
59745,20
59809,26.7857142857143
59825,27.7058823529412
59747,5
59748,21
59749,25
59750,14.6666666666667
59765,23.75
59751,1
59768,2
59810,3.4
59753,34
59754,14.5
59973,15.1463414634146
59755,10
59756,12
59757,8.5
59758,7.5
59802,8.55555555555556
59759,4
59965,9.60526315789474
59804,4.89130434782609
59808,19.4615384615385
59762,9
59763,16
59764,4
59870,7.92682926829268
59766,8
59767,4
59769,5
59807,2
59770,2
59771,2
59772,4
59773,6
59774,3
59933,3.69230769230769
59775,5
60194,13.2692307692308
59776,18.75
59777,5
59778,26
59779,23
59780,4.66666666666667
59781,4
59782,16
59815,2.66666666666667
59783,4
59784,6
59785,1.5
59812,1.4
59857,0
59786,4
59787,5
59841,23.8148148148148
59788,19
59789,8
59790,25
59791,11
59849,22.4285714285714
59792,6
59816,15
59834,4.125
59817,1
59818,3.83333333333333
59819,18.551724137931
59840,18.75
59820,19.4285714285714
59821,18
59822,5
59824,32.6666666666667
59826,4
59828,3
59829,32
59830,2.6
60007,15.1818181818182
59831,5.81818181818182
59851,11
59832,12
59853,2.875
59835,1
59836,2
59971,5.84375
59837,2
59856,1.625
59839,21
59962,3.26086956521739
59842,26
59843,22
59863,8.33333333333333
59844,13.5
59845,28
59846,22.25
59847,2
59848,5
59850,9
59871,15.4285714285714
59852,13
59875,15.5
59854,5
59855,1
59858,23.5
59859,30.3157894736842
59964,22.7608695652174
60030,10.0952380952381
59860,28
59861,24
59934,2.72222222222222
59862,4
59864,4
59865,21
59889,29.25
59890,19.4
59866,34
59984,37.1320754716981
60118,13.7636363636364
59867,27
59942,24.0555555555556
59868,7.33333333333333
59869,6
59946,19.8461538461538
59872,15
59873,13
59874,20.5
59876,10
59877,14
59878,2
59879,1
59991,6.97297297297297
59880,14
59881,3.33333333333333
59882,24
59883,29
59884,22
59885,20.5
59886,17.5
59887,5
59888,25.5
59891,1.66666666666667
59892,8
59893,5.66666666666667
59894,2
59895,6
59896,4.5
59897,10
59898,19
59899,1
59900,2
59917,0.571428571428571
59901,16.375
59902,5.5
59903,7.83333333333333
59904,5.5
60013,20.3529411764706
59905,8
59906,12.5714285714286
60053,17.9761904761905
59907,3
59908,17
59909,13
60355,27.1650485436893
59986,20.2272727272727
59910,3
60024,10.9090909090909
60106,11.6037735849057
59967,2.11764705882353
59912,2
59913,6
59914,5
59915,3
60120,7.43243243243243
59916,1
59918,19
60125,25.452380952381
59977,12.125
60116,1.3953488372093
60031,6.46428571428571
59919,4
59920,6
59935,6.66666666666667
59921,6
59922,4
59923,3
59924,17
59925,16
59926,13.1
59927,2.5
59960,16.1111111111111
59961,9
59928,16
59968,11.0322580645161
59969,20.7352941176471
59970,7
59929,4
59930,1
60276,12.8212927756654
59931,17
59932,8
60350,4.33962264150943
59980,5.95
59936,5
59937,11
59938,1
59940,21
59959,15
59941,4
59985,8.25
59943,7
60025,24.9811320754717
59944,20
59945,9
59947,11
59974,1.75
59975,7
60131,10.390243902439
59948,13
59949,4
59976,2
59950,4
59951,7
59952,1
59953,4
59954,5
59994,5.6
59995,6.17647058823529
59978,16
60146,15.2280701754386
59955,8
59979,7
59956,6
59981,8.75
59982,2.66666666666667
59983,25.5
59957,23
59958,18
60022,25.4
60137,15.6507936507937
59987,4
59988,3
59989,13.4285714285714
60027,22.625
59990,1
60081,1
59992,3
59993,4
59996,7
59997,8
59998,10
60014,9.25
59999,7
60015,8.16666666666667
60000,27
60019,15
60002,3
60182,11.3225806451613
60003,12
60004,7
60005,5
60023,11.6153846153846
60006,14
60008,12
60009,3
60010,1
60011,3
60128,9.56756756756757
60050,9.05263157894737
60012,7
60033,23.8333333333333
60016,7.39130434782609
60017,25
60167,45.4791666666667
60018,24.3571428571429
60036,21.6666666666667
60020,19.5
60021,6
60207,11.1875
60271,18.7122302158273
60043,2
60117,3.85714285714286
60026,9
60028,6
60029,1
60214,1
60121,32.4722222222222
60250,7.32727272727273
60111,7.95454545454545
60032,8.75
60034,7.5
60035,22.1666666666667
60037,22
60038,14
60039,16
60040,15
60059,15.25
60041,14
60042,14
60119,10.7692307692308
60044,2.5
60045,10
60046,5
60047,35
60048,22
60049,6.85714285714286
60888,12.5349462365591
60282,36.2626262626263
60083,10.7857142857143
60051,10
60070,9.6
60054,15
60055,21
60056,20
60057,22
60090,11.4285714285714
60058,13
60390,7.22916666666667
60130,21.9333333333333
60060,11
60061,1
60062,3
60063,3
60064,2
60455,5.04568527918782
60123,3.34210526315789
60065,38.3333333333333
60066,31.5
60067,30
60068,12.6
60069,4
60122,2.5625
60071,18.25
60088,19
60072,11
60073,21
60074,26
60278,6.83050847457627
60075,7
60076,10
60077,10
60078,1
60079,2
60080,1
60082,9
60436,19.503164556962
60299,42.1613924050633
60124,27.7272727272727
60143,29.6470588235294
60097,12
60133,9.68965517241379
60084,6
60085,2
60126,2.1304347826087
60086,7.66666666666667
60087,6
60089,13
60102,16.25
60091,3
60104,21.5
60092,24
60093,21
60094,1
60095,5
60132,28.52
60096,24
60098,5
60099,3
60100,15
60101,15
60272,19.6578947368421
60103,27
60154,11.5652173913043
60129,5.1
60105,2
60169,8.79032258064516
60135,22.8571428571429
60107,19
60108,12
60140,1.4
60141,1
60109,2
60368,12.1206896551724
60110,8
60193,17.484375
60112,11
60113,4.66666666666667
60134,21
60114,17
60115,5
60156,20.0454545454545
60136,20.5
60138,9
60139,1
60142,2
60144,35
60300,40
60145,41
60147,3
60148,13
60149,27.3333333333333
60150,23
60151,25
60152,4
60153,8
60155,7
60208,34.4285714285714
60157,2
60158,2
60159,20.4
60160,23
60161,1
60162,1
60163,4
60164,30
60175,17.3181818181818
60165,14
60166,5
60168,30
60672,8.17213114754098
60183,4
60170,33.5
60171,21.4
60172,1
60212,1.03225806451613
60173,9
60174,3
60273,43.5333333333333
60343,26.3939393939394
60176,7.5
60192,15.4
60275,4.83333333333333
60177,2.75
60178,10.4
60179,4
60180,14.7931034482759
60407,39.9347826086957
60181,32
60184,2
60185,30
60186,22.5
60187,4
60188,3.25
60211,6.28571428571429
60274,0.5
60296,0.964285714285714
60189,9.66666666666667
60190,3
60301,16.578125
60191,7
60325,10.0422535211268
60195,2.25
60196,3
60197,2.5
60198,11
60199,35
60200,28
60201,19
60203,12
60204,3
60205,4
60206,11
60209,14.6666666666667
60210,2
60229,4.4
60213,10
60215,3
60298,4.45
60216,34.4705882352941
60217,30
60218,29
60219,25.6666666666667
60220,20
60221,13
60222,2
60223,2
60224,34
60253,33.75
60374,15.047619047619
60258,14.68
60225,6.5
60435,11
60226,24.1666666666667
60227,27
60316,2.98
60228,15
60953,2.16491596638655
60230,0.333333333333333
60231,1
60232,3
60340,0.857142857142857
60804,6.75084175084175
60233,34
60234,31
60235,29
60277,6.85714285714286
60236,2
60237,17
60238,16
60287,3
60239,8.66666666666667
60240,2
60241,2
60242,3
60243,28.5
60244,24
60254,34.75
60245,8
60246,7
60314,20.8
60438,4.38666666666667
60337,11.0487804878049
60279,19.5
60247,29
60260,31.6666666666667
60284,12.6666666666667
60248,1
60280,4
60344,25.2272727272727
60285,26.7
60249,14
60505,8.70212765957447
60281,15.4
60288,1.22222222222222
60251,2
60404,2.53191489361702
60252,33
60255,21
60256,10
60444,25.5263157894737
60257,16.5
60283,8.22222222222222
60796,4.33526011560694
60334,12.1578947368421
60259,4
60434,1.975
60261,1
60262,30
60263,30
60441,24.1142857142857
60369,25.125
60286,16.5
60264,8
60265,9
60266,9
60267,2.5
60349,2.53846153846154
60268,6
60310,15.1428571428571
60405,50.7894736842105
60269,34
60437,9.55
60289,9.5
60494,26.3402777777778
60270,4
60335,9.33333333333333
60433,16
60290,4
60291,22.3333333333333
60292,35
60293,2
60294,1
60295,0
60297,2
60381,18.7
60302,1
60303,22
60304,15.7368421052632
60326,5.48275862068966
60305,9
60417,12.4428571428571
60306,2
60307,4
60308,5
60442,2.13333333333333
60309,9
60421,20.8913043478261
60311,33
60312,14.3333333333333
60830,6.74881516587678
60313,12.6666666666667
60315,6.5
60336,9.10526315789474
60317,25
60318,22
60361,3.71428571428571
60319,0
60320,2
60321,20.5
61445,27.6263365222285
60322,25
60323,26
60324,16
60327,9
60328,9
60351,7.2
60329,31
60330,15
60331,31
60356,19.08
60332,23
60333,4
60358,23.9444444444444
60439,9.8125
60338,21
60339,1
60360,1.3
60341,2
60342,2
60345,10
60346,29.6666666666667
60347,30
60490,4.71428571428571
60348,2
60352,14
60353,15.5
60354,31
60387,12.4285714285714
60357,12
60391,39.1818181818182
60412,24.1111111111111
60359,8
60362,2
60440,12.4454545454545
60363,2
60364,2
60378,2
60365,2
60366,18
60367,30.25
60401,4.23529411764706
60370,3
60371,2
60372,0.454545454545455
60373,2
60385,27.7272727272727
60375,5
60516,15.6842105263158
60376,1
60377,7.83333333333333
60448,1.22222222222222
60379,37
60380,24
60399,14
60382,2
60383,1
60384,4.125
60443,3.28571428571429
60452,25.1818181818182
60386,5
60720,11.1160714285714
60388,12
60389,4
60459,6.90909090909091
60392,6
60393,1
60394,6
60464,12.9090909090909
60447,10
60395,11.5
60396,18
60397,49
60502,21.7333333333333
60398,26
60400,22
60402,1
60544,10.537037037037
60403,1
60420,8.33333333333333
60508,1.90322580645161
60450,2.1
60406,31.5
60451,26.8333333333333
60408,11
60409,10
60445,4.11111111111111
60410,4
60411,32.6666666666667
60446,1
60413,1
60414,11
60415,2
60416,38
60469,32.3076923076923
60430,4
60449,2
60418,0
60419,3
60422,28
60423,16
60458,13
60424,2
60453,1
60454,1
60425,11
60426,2
60467,13.2631578947368
60488,10
60427,6
60428,6
60429,5
60471,4.92857142857143
60431,2
60432,1
60457,26.2
60460,1
60461,1
60462,1
60463,1
60713,1.08018867924528
60465,3
60466,3
60468,23
60644,16.7083333333333
60880,7.92281879194631
60470,9
60472,3
60473,1
60474,1
60475,4.25
60476,7
60477,8
60478,11.5
60479,34.75
60480,18.3333333333333
60481,4
60482,9.2
60498,6
60483,0.875
60484,3
60485,10.6666666666667
60486,18
60487,12.3333333333333
60861,25.1739130434783
60489,12
60588,3.0625
60556,10.64
60491,9
60752,3.31764705882353
60492,6
60493,15.6666666666667
60512,14.75
60513,9.33333333333333
60532,17
60495,34
60496,29
60497,1
60499,3
60500,15
60501,18
60503,2
60714,1.92857142857143
60504,8
60506,9
60507,3
60613,1.64473684210526
60525,10.8333333333333
60509,9
60510,1.66666666666667
60511,12
60528,22.4
60514,13
60515,7
60517,30
60518,25.375
60519,1
60534,1
60520,7
60521,11
60522,17
60539,7.75
60589,3.40740740740741
60523,9.28571428571429
60524,5
60526,9
60597,17.8965517241379
60527,14.6666666666667
60602,24.9411764705882
61376,29.9983207388749
60529,9
60673,15.2916666666667
60530,20
60531,21
60603,14.5555555555556
60590,9.23076923076923
60777,12.1566265060241
60533,1
60535,8
60536,10
60595,32.3157894736842
60591,3.11111111111111
60718,1.61764705882353
60537,11.2222222222222
60538,11.3333333333333
60765,6.45794392523365
60540,4
60541,5
60542,3
60543,5
60592,31.4666666666667
61283,44.4363636363636
60545,25
60546,9
60547,21
60548,22
60549,7
60618,13.90625
60593,1
60550,7
60551,7.4
60552,3
60641,4.29850746268657
60600,18.9166666666667
60553,9
60554,3
60555,3
60557,5
60558,2
60559,3
60560,8
60598,38.025974025974
60561,6
60689,23.6666666666667
60562,19.5
60617,14.5625
60776,8.18691588785047
60563,8
60564,1
60565,6
60599,7.42857142857143
60594,1
60566,6
60567,7
60568,17
60747,13.5913043478261
60569,10.3333333333333
60570,6
60571,11.3333333333333
60596,8.6
60572,10
60573,31.5
60574,10.75
60575,5
60576,1
60577,1
60578,2
60579,3
60580,6
60612,11.75
60581,8
60601,7
60582,2
60583,2
60584,15
60585,16
60586,2
60660,8.43859649122807
60587,14
60722,29.2592592592593
60716,17.5147058823529
60604,1
60605,1
60606,1.5
60607,3
60712,2.84615384615385
60608,4
60609,18.2
60610,18
60611,2.5
60647,3.34090909090909
60614,3
60657,11.4285714285714
60615,16
60719,11.6111111111111
60616,3
60704,28.8333333333333
60648,37.2941176470588
60619,7
60620,1
60621,1
60622,1
60623,36
60624,15
60625,4
60626,13
60627,6
60628,4
60629,11.5454545454545
60630,8.13333333333333
60631,25.3333333333333
60632,9
60633,19
60634,9
60635,1.66666666666667
60636,3.66666666666667
60637,0
60638,33
60639,33.8
60640,12
60642,13
60717,14.7777777777778
60643,15.65
60645,7
60715,3.80952380952381
60646,5
60721,9.16129032258065
60649,11
60650,3
60651,0
60652,0
60653,10
60654,7
60655,2
60668,12.0769230769231
61075,8.33644859813084
60656,2
60658,5
60659,3
60661,4
60662,5
60663,11
60664,14
60665,17.5
60666,7
60667,2
60683,2.66666666666667
60669,5
60670,1
60753,3.78378378378378
60671,2
60674,15
60675,18
60724,8.86666666666667
60676,6
60677,11
60725,12.4615384615385
60678,2
60723,2.2
60679,2
60680,8
60681,13
60727,9.71428571428571
60682,2
60684,7
60685,9.5
60686,8
60687,2
60702,24.75
60688,21
60758,20.8947368421053
60690,57
60832,11.3023255813954
60729,7.71428571428571
60691,2
60692,4
60693,7.5
60726,1.4
60694,4
60695,5
60733,13.0666666666667
60696,15
60697,1
60728,7
60698,5
60699,4
60700,1
60813,5.41176470588235
60701,29
60703,16.5
60705,3
60730,0
60731,7
60706,2.5
61860,8.5186846038864
60732,1
60782,15.2307692307692
60785,14.7894736842105
60734,2
60735,2
60736,6
60749,6.33333333333333
60707,17
60708,19.5
60737,9.33333333333333
60846,7.47058823529412
60709,7
60789,6.35294117647059
60710,1
60756,25.4444444444444
60711,9
60820,10.1666666666667
60738,4.33333333333333
61131,7.01875
60739,2
60740,5
60741,3
60742,4
60894,7.72972972972973
60743,25
60744,8
60745,3
60746,5
61375,11.5116959064327
60748,2.8
60750,6.4
60751,17
61144,5.49115044247788
60754,1.66666666666667
60755,12
60757,33
60853,16.1333333333333
60759,5
60760,2.25
60761,3
60762,3.83333333333333
60883,2.71212121212121
60763,13
60780,12.2
60781,1.5
60764,1
60787,4.55555555555556
60825,5.75
60845,10.5714285714286
60766,3
60767,14
60768,16
60881,8.84848484848485
60769,5
60770,17
60771,14
60772,14
60773,37
60774,9
60775,12
60778,2
60972,0.896551724137931
60836,5.4
60779,14
61175,15.3218390804598
60783,25.1666666666667
60805,29
60784,12
60786,12
60807,1.91666666666667
60808,1.22222222222222
60810,2
60844,18.6153846153846
60788,6
60790,3.66666666666667
60791,6
60792,3.125
61078,14.4081632653061
60793,3
60794,14.8
60814,9.57142857142857
60795,31
60817,4
60797,45
60798,18.5
60799,14
60800,22.3333333333333
60801,7.93333333333333
60802,10
60803,4
60885,3
60806,10.25
60809,6
60811,4.66666666666667
60847,1.625
60812,2
60828,13
60815,23.5
60816,12
61059,16.655737704918
60831,21.4166666666667
60818,35.4444444444444
60819,7
60882,2.93023255813954
60821,3
60822,4
60895,1
60839,21.75
60823,30
60824,11.3333333333333
60826,4
60961,5.23529411764706
60850,18.2
60827,20.5
61301,15.8701298701299
60829,9
60947,38.6621621621622
60887,15.3333333333333
60918,19.0508474576271
60884,9
60833,7
60951,21.2083333333333
60834,1
60835,3.85714285714286
60837,2
61403,1.48
60838,18
60840,26
60841,23
60862,11.125
60842,12
60843,26.2
60886,1.85714285714286
60848,2
60849,5
60851,40
60852,29
60854,10
61212,2.96428571428571
60904,4.13636363636364
60855,4.33333333333333
60856,18
60857,2
60858,12
60897,14
60859,18
60860,26
60907,21.4705882352941
60863,2
60864,2.66666666666667
60889,6.8
61073,11.0902255639098
60865,6
60866,4.5
60890,1.80952380952381
60867,3
60962,1.92307692307692
60891,22.8571428571429
61032,19.6190476190476
61126,17.9333333333333
60868,10
60901,9.71428571428571
60892,10.6
60869,8
60893,3.8
60870,2
60871,5
60896,1.75
61227,5.85011185682327
60872,0
60934,20.0454545454545
60937,11.8076923076923
60873,3
60898,2.5
60874,14.5
60909,11.5
60899,4.63636363636364
60875,6
60876,6
60925,4.5
60913,3.28571428571429
60900,4
61000,36.2666666666667
60993,27.9767441860465
60877,6
60878,7
60879,12
60902,37.8333333333333
60949,39.32
60919,6.83333333333333
60903,3
61022,5.375
60905,2
61019,1.34042553191489
60906,1
60936,3
60908,14
60910,4.8
60911,1
60912,6
60914,15
60915,13
60916,7
60917,18
61002,31.1212121212121
60920,7
60921,2
60922,2
61015,1.05769230769231
60923,14
61005,20.125
61155,0.92
61069,10.4888888888889
60939,3.22222222222222
60924,2
60944,6.7
60978,7.18518518518519
61017,24.9166666666667
60926,13
61021,11.6785714285714
60927,9
60928,23.25
61018,21.9615384615385
60929,10
60930,7
60950,8.11111111111111
60931,3.5
60932,1
61185,3.43373493975904
60933,14
60935,18
60938,5
60940,4
60941,2
60942,13
60943,12.5
60977,2.44444444444444
60945,1
60963,21
61210,13.2957746478873
61033,9.94736842105263
61034,23.8333333333333
60946,21.625
60948,18.3333333333333
60952,1.45454545454545
60954,4
60986,3
61224,4.1404958677686
60955,12
60956,16
60957,3.9
60958,20
60959,13
60960,10
60964,19
60965,30
60966,28
60967,24
60968,8
60969,3
60970,4
60971,2
60973,12
60989,13.25
60974,5
61195,2.68354430379747
60975,4
61016,2
60976,9
61023,5.05555555555556
61024,14.4583333333333
61035,31.953488372093
60979,27
61086,19.3142857142857
60980,15
60981,27.8333333333333
60982,10
60983,4
61038,10.6
60984,5
60985,5
60987,7
61202,32.5121951219512
60988,16.3333333333333
61020,10.2
60990,2
60991,12
61074,7.45454545454545
61055,5.875
60992,12
60994,10
60995,12
61025,4
60996,2
60997,6
61420,2.43452380952381
60998,9
61028,23.5
61051,1.5
61071,3.83333333333333
61123,5.625
61031,8.38095238095238
60999,13
61001,26.5
61013,24
61062,26.7142857142857
61003,15
61004,3
61041,2
61026,2
61027,2.5
61066,7.375
61116,10.8823529411765
61318,20.3510638297872
61029,25.5
61157,11.875
61049,21.3513513513514
61006,3
61030,8.55555555555556
61007,5
61008,6
61009,3
61010,19
61011,17
61198,19.8
61056,16
61012,17
61084,31.2857142857143
61388,18.7380952380952
61014,14
61036,4.33333333333333
61037,9
61039,3
61040,2
61042,1
61043,4.4
61201,4.94174757281553
61044,21
61045,3
61046,17
61047,10
61048,10
61050,9
61052,1
61053,7
61054,2
61080,29.4736842105263
61057,34.5
61058,29
61082,14.8
61060,18
62004,9.70998925886144
61085,20.125
61061,10
61063,23
61064,11
61065,1
61197,1.70212765957447
61199,42.6140350877193
61067,27.6666666666667
61068,43
61093,43.25
61120,1.89473684210526
61095,2
61070,1
61072,7
61076,2
61077,2
61079,17.8
61081,23
61083,17
61087,10
61196,40.8387096774194
61088,32
61257,13.4074074074074
61089,7.88888888888889
61133,9.72727272727273
61111,1
61090,3
61091,22
61092,26
61094,2
61096,6
61097,1
61098,2.66666666666667
61099,13
61200,13.5849056603774
61100,8
61164,22.25
61101,18
61102,16
61103,19
61284,20.1388888888889
61104,15.8888888888889
61105,20
61106,8
61107,8
61108,10
61132,13.0526315789474
61109,1
61110,2
61112,3
61113,7.66666666666667
61114,9
61115,4.66666666666667
61117,22.75
61118,29
61119,37.5
61230,1
61121,1
61122,17.5
61158,3.93333333333333
61232,6.0188679245283
61124,1.5
61125,27.5
61203,24.3076923076923
61146,9.125
61251,21.0851063829787
61127,13
61128,25
61129,22
61252,23.1460674157303
61130,34.1818181818182
61134,3
61374,6.60194174757282
61135,9
61136,9
61137,18
61138,3
61139,6
61140,22
61141,42
61142,14
61407,9.45882352941176
61143,1
61216,5.16
61145,5
61281,2.525
61147,12
61148,17
61149,22
61309,24.2
61150,9
61151,12
61152,10
61153,8.33333333333333
61205,1.11111111111111
61206,8
61154,5
61215,31.8333333333333
61207,22.4
61156,15
61408,7.46451612903226
61178,3.33333333333333
61209,1
61159,6
61160,4.5
61161,1
61162,23
61163,13
61204,16.9285714285714
61165,31.25
61417,40.3048780487805
61166,6
61167,1
61168,3
61169,7
61170,3
61171,3
61172,3
61261,3.83333333333333
61173,4
61174,30
61208,2
61176,11
61177,2
61273,1.30434782608696
61179,2
61300,30.0408163265306
61180,17
61181,13
61218,12.8333333333333
61342,12.0384615384615
61182,15.5
61183,12
61211,12.7
61193,14.75
61184,5
61241,3.88888888888889
61213,7.33333333333333
61381,7.65789473684211
61378,12.4683544303797
61214,18.6785714285714
61186,2
61228,3.42857142857143
61187,30
61246,33.5555555555556
61188,10
61297,10.9090909090909
61275,2.36363636363636
61189,6
61321,8.375
61382,1.29268292682927
61217,2
61190,1
61397,13.6875
61191,33
61192,23
61219,6.22222222222222
61220,29.5555555555556
61221,20.3333333333333
61194,13
61238,7.33333333333333
61222,5
61223,2
61225,4
61226,18
61229,26
61498,2.91891891891892
61231,3
61233,2
61234,12
61250,13.5555555555556
61235,25
61305,25.3225806451613
61236,23
61237,44.5
61334,12.5909090909091
61239,5.33333333333333
61240,1
61259,2.6
61242,5
61243,7
61643,0.483516483516484
61244,3
61245,3
61271,17.4255319148936
61395,13.7297297297297
61476,14.2
61298,26.5
61247,2
61248,1
61249,3
61253,16.3333333333333
61254,34
61255,32
61256,41
61258,3.71428571428571
61290,3.75
61423,2.94117647058824
61291,3.25
61260,1
61262,29
61624,20.3541666666667
61263,8.33333333333333
61264,24
61265,24.5
61266,43.4285714285714
61267,0
61268,1.16666666666667
61269,7.875
61270,7
61272,13
61274,3.75
61276,6.5
61277,9
61278,2.5
61279,2
61280,2.57142857142857
61380,7.5
61282,3.72727272727273
61306,32.3
61285,22
61286,36
61383,28.1481481481482
61287,34.5
61288,9
61289,7
61292,4
61384,2.18918918918919
61293,4
61565,39.958904109589
61294,28
61295,37
61296,21
61377,44.7777777777778
61299,4
61323,36.5238095238095
61302,3
61303,5.58333333333333
61304,26
61742,9
61307,20.25
61308,22
61310,41
61311,5
61312,2
61313,6
61314,6
61337,3
61315,4
61316,2.8
61385,13.6153846153846
61317,9
61319,20
61320,23
61354,1.85714285714286
61379,2.78571428571429
61322,2.5
61324,13.5
61325,10
61326,24
61327,9
61328,31
61329,12
61330,21
61331,42
61332,25
61333,29
61345,26.2857142857143
61335,4
61336,2
61348,20
61338,6.5
61339,37
61340,31
61341,25
61396,3.68181818181818
61343,11
61344,18
61346,13
61347,9
61567,7.58064516129032
61349,1
61350,2
61386,19.3333333333333
61351,36
61393,35
61352,36
61394,33.8
61691,21.21875
61387,30.2
61353,19
61355,3
61356,3
61697,10.9315068493151
61357,10
61358,24
61359,10
61418,25.8
61372,12.6666666666667
61389,19.25
61360,12.5
61361,12
61390,2.71428571428571
61362,2
61591,5.79432624113475
61363,3
61364,3
61391,18.55
61392,16.6666666666667
61765,3.02479338842975
61365,2
61570,32.7863247863248
61919,14.5681818181818
61366,20
61367,10
61368,30.5
61632,5.01960784313726
61369,16
61370,14.6666666666667
61414,7.9
61371,32
61373,11.5
61398,14.3333333333333
61399,8.5
61400,4.75
61426,5
61401,6
61402,17
61404,3
61405,11
61495,57.6470588235294
61406,24
61450,17.5555555555556
61431,25.6666666666667
61409,3
61410,2
61411,4
61434,9.225
61571,10.0882352941176
61412,9
61413,13
61435,13
61415,8
61416,7
61613,21.0568181818182
61419,7.5
61421,17.1666666666667
61422,6
61424,3
62327,3.37515225334957
61425,4
61427,6
61428,10
61429,19
61600,19.36
61430,15
61432,35
61433,2
61502,8.5625
61527,4.6
61483,16.2
61436,7
61437,2
61460,21.6666666666667
61438,16
61488,6.69565217391304
61439,8
61440,2
61441,5.33333333333333
61442,3
61443,2
61444,4.88888888888889
61446,10
61447,68
61566,32.25
61448,8.66666666666667
61449,16
61574,24.7826086956522
61451,19
61452,23
61453,34
61627,2.56756756756757
61454,17
61455,15
61456,8
61457,4
61458,7
61459,38
61823,35.7791411042945
61760,3.17333333333333
61461,1
61569,14.9333333333333
61462,3
61463,7
61464,3
61465,3
61466,3
61467,3
61468,18
61469,2
61470,28
61568,15
61471,67
61472,10.6666666666667
61473,12
62148,11.1747967479675
61474,10
61475,24
61477,29
61478,31
61524,27.6666666666667
61479,3.37209302325581
61480,3
61481,3
61506,3.1
61482,12.375
61484,19
61485,6
61486,13
61512,20
61553,37.952380952381
61487,29
61572,22.0714285714286
61588,8.27272727272727
61489,2
61580,3.5
61490,4
61491,2
61764,6.56944444444445
61492,15.3333333333333
61493,2
61494,12
61496,40.6666666666667
61497,18
61499,3
61500,3
61501,2
61503,2.8
61504,3.4
61505,4.66666666666667
61507,12
61508,4
61509,5
61510,10.5
61511,9
61513,10
61577,8.44444444444445
61514,1
61515,5
61590,0.454545454545455
61516,4
61517,15
61518,8
61581,3.83333333333333
61519,8
61520,28
62047,37.6529680365297
61521,45
61522,33
61523,34
61560,3.28571428571429
61525,3
61526,2
61576,9.56
61528,13.5
61529,18
61530,5
61531,34
61638,31.4615384615385
61701,17.2835820895522
61532,12
61800,11.3283582089552
61533,10
61534,3
61557,3
61535,12
61536,17
61537,4
61538,5
61539,7
61918,21.3181818181818
61540,21
61573,15.2
61770,15.5076923076923
61541,9
61542,13
61543,21
61544,31
61545,42
61546,1
61547,2
61548,2
61549,3
61653,1.31578947368421
61575,9.78260869565217
61550,3
61551,7
61607,6.57142857142857
61584,13.7941176470588
61552,14
61702,14.6060606060606
61797,25.2727272727273
61578,2.27272727272727
61554,7
61555,2
61556,3
61579,11
61665,7.66666666666667
61558,2
61559,36
61582,13.3333333333333
61650,1.52941176470588
61561,2
61583,15
61562,9.75
61563,20.3333333333333
61564,15
61585,13.3333333333333
61586,12.4545454545455
61958,13.4
61587,11
61615,3
61589,1
61616,5.375
61592,6
61593,2
61774,4.275
61594,6
61595,11
61596,1.375
61597,25
61598,60.5
61599,62.3333333333333
61649,20.25
61601,39
61602,25
61603,1
61604,2
61628,13.8571428571429
61778,4.35294117647059
61605,9
61606,9
61608,3
61609,14
61610,5
61611,8
61612,20
61614,19
61826,9.28260869565217
61662,4.65789473684211
61617,2
61618,6
61619,6
61620,1.85714285714286
61621,10
61622,3
61623,23
61625,10.5
61626,26
61629,3
61630,4
61631,5
61633,9
61634,8
61635,10.6666666666667
61636,25.2
61637,28
61654,18.5
61639,11
61640,19.3333333333333
61656,42.8888888888889
61641,30
61642,1
61728,5.71428571428571
61661,0.5
61644,6
61645,10
61861,7.37373737373737
61646,12.3333333333333
61647,31
61669,12
61648,10
61651,3
61652,2.14285714285714
61677,10.2
61655,13
61762,16
61657,33
61824,12.2608695652174
61761,13.1111111111111
61658,9
61838,14.1408450704225
61682,4.63636363636364
61763,3.58333333333333
61659,4
61660,5
61684,1
61663,2
61664,5
61687,15.4285714285714
61666,5
61667,14
61668,26
61670,26
61671,7
61768,5.64285714285714
61672,25
61673,12
61674,41
61675,27
61676,0
61678,18.6666666666667
61679,18
61680,11
61681,3
61683,3
61685,5.83333333333333
61686,5
61688,0.5
61775,23.5652173913044
61923,30.6511627906977
61689,18.875
61690,15
61789,11.3181818181818
61692,15
61916,6.04347826086957
61693,7
61694,14
61695,28
61766,3.1
61715,1
61767,3.07692307692308
61716,15.4
61717,3
61696,6
61698,15.7142857142857
61699,12
61700,25
61721,6
61703,14
61704,3
61705,4
61706,3
61707,1
61708,3
61709,2
61710,2
