PolyID,TreeVolume
883,16.9375
847,9
850,4
939,2.66176470588235
852,2
853,14
978,7.275
863,8.36363636363636
865,21.25
855,36
880,10
857,3
1015,4.80246913580247
858,4
932,3.94285714285714
859,5
888,38.55
860,2
889,8
914,12.0416666666667
1106,7.64303178484108
861,6
862,2
864,11
866,26
976,27.8
885,13.5
867,3
868,4
869,8
975,3.06578947368421
916,22.7777777777778
1048,7.63207547169811
870,12
871,15
872,19
884,8
873,11
974,16.2857142857143
897,4.25
890,12
901,12
891,4.5
892,17.5
893,11.6666666666667
894,13.6666666666667
895,2
896,3
898,3
923,21.4444444444444
910,3
899,2
900,10.75
1053,6.30941704035875
928,10.4117647058824
902,7.5
903,4
904,22.75
905,27
906,10.5
907,19.6
908,21.5
909,13
911,9
924,9.25
912,10
913,10
915,11
1104,4.67507886435331
927,3.75
917,13.2222222222222
918,11
999,20.5402298850575
919,9.33333333333333
920,22
921,3
922,4
1109,3.20094562647754
1038,13.6333333333333
925,10
926,6
1035,66.0490196078431
929,7
1013,10.3541666666667
930,22
1042,10.010101010101
931,21
1040,3.07874015748032
933,4
934,4
935,3
936,30
937,4
938,2
940,2
941,2
942,6
943,6
1012,23.3536585365854
944,4
945,26
1057,30.7155963302752
982,20.7692307692308
977,27.8
946,26.125
947,3
948,12
949,5
950,6
951,17.5
952,11
964,8
953,21
954,8
955,2
956,6.5
957,7
958,12
1233,27.2608695652174
959,12
960,13
961,13
979,11.125
971,16.4
962,19
963,17
996,14.65
981,9.1
965,8
966,2
967,9
968,4
969,5
970,5
1064,9.33333333333333
1139,5.19597989949749
986,15.1666666666667
990,2
972,9
984,4
985,26
988,9
989,9
1036,4.75806451612903
991,8
1163,1.71264367816092
1090,2.75824175824176
992,10
993,12
1296,5.39493670886076
1039,5.56756756756757
1077,13.2191780821918
994,11.25
995,18.6666666666667
1002,2.92857142857143
997,18
998,16
1000,14
1001,7
1037,0.930232558139535
1003,8
1004,12.2
1117,11.1698113207547
1005,13
1006,17
1007,10
1079,10.2823529411765
1023,9.3
1008,6
1041,13.2857142857143
1009,4
1010,12
1011,9
1019,16.3333333333333
1014,6
1175,18.1981424148607
1016,6.6
1026,13.8
1027,11.125
1116,5.88028169014085
1017,19
1018,8.25
1020,4
1021,2
1022,2
1024,2
1025,1
1584,23.5525824517735
1028,24
1029,16
1030,9
1031,4
1032,8
1033,3
1050,17.2
1034,5
1176,5.89940828402367
1043,4
1045,10
1046,10
1047,8.66666666666667
1055,14.6666666666667
1049,9
1051,8
1052,4
1121,15.2957746478873
1054,6
1066,18.9047619047619
1056,15.4
1143,8.77631578947369
1058,3
1059,3
1060,0
1061,0
1073,0
1062,1.3
1063,4
1111,6.16831683168317
1067,12
1068,12.5
1069,4
1070,13
1071,0
1072,0
1074,2
1122,8.07692307692308
1075,10
1076,14
1078,12
1080,0
1081,12.5
1105,13.4
1112,10.9142857142857
1082,3
1123,17.2758620689655
1083,12
1084,13
1085,15
1086,7
1087,4
1108,26.5
1088,0
1089,0
1091,12
1095,8.25
1092,13.5
1130,7.75925925925926
1113,1
1107,19.6923076923077
1093,0
1232,2.28888888888889
1094,2
1115,13.2857142857143
1384,5.21714285714286
1216,17.95625
1096,6
1097,3
1110,18
1098,13.5
1218,7.21917808219178
1099,2
1100,4
1101,5
1102,9
1217,10.1296296296296
1118,4.55
1114,5
1119,7
1120,2
1124,24
1125,11.2777777777778
1126,5
1127,12
1177,0
1128,0
1182,13.2941176470588
1129,14
1138,20.75
1141,6.54545454545455
1131,14
1132,4
1133,11
1134,0
1148,0
1247,2.51162790697674
1135,3
1149,3.5
1136,12
1137,10
1140,3
1307,3.75301204819277
1178,10.0833333333333
1142,13
1211,17.3365384615385
1144,3
1145,4
1146,4
1147,0
1150,11
1151,12
1152,15
1153,3
1160,8
1154,8
1180,0
1155,12
1156,13
1157,11
1158,18
1159,2
1195,8.23076923076923
1161,27.6666666666667
1179,14.5
1282,1.82051282051282
1185,6.14285714285714
1198,4.71428571428571
1162,6.5
1257,0
1181,19.8181818181818
1164,14
1165,16
1166,14
1167,2
1212,11.0769230769231
1168,5
1169,15
1170,10
1171,15
1189,20.5
1215,32.1428571428572
1183,8.33333333333333
1172,25
1173,5
1184,11.5
1204,8.7
1174,5
1186,0
1191,3.5
1187,1
1259,25.3485714285714
1188,26
1190,7
1327,10.4453781512605
1203,11.375
1192,14.5
1193,3
1194,29
1196,6
1197,6.66666666666667
1205,3.85714285714286
1199,0
1207,3.33333333333333
1200,7
1201,33
1202,9
1264,4.96969696969697
1206,0
1397,12.3354564755839
1208,37
1209,2
1235,5.75
1210,11
1245,13.8333333333333
1213,4.16666666666667
1220,0
1214,2
1239,1
1271,9.02439024390244
1323,5.57551020408163
1219,0
1234,0
1295,10.7285714285714
1221,14.3333333333333
1240,1.82857142857143
1222,13
1223,7
1224,4
1225,4
1226,0
1237,0
1227,9
1236,7.71428571428571
1228,7
1297,6.40476190476191
1238,4
1229,1
1248,1
1230,5
1241,13.5
1231,4
1255,7
1242,3
1354,3.96535796766744
1243,9
1252,10.7083333333333
1244,19
1246,3
1249,17.5
1250,18
1367,23.0985915492958
1251,18.5
1253,20.5
1254,13
1256,9
1499,4.42569659442724
1258,4.6
1395,32.6324200913242
1260,16.5
1294,53.3125
1261,23
1262,13
1263,12
1265,5
1266,5
1267,5
1293,10.5185185185185
1273,1
1268,12.5
1321,11.1614583333333
1269,18
1270,26
1292,17.6
1272,16
1298,4.5
1274,17
1306,14.2
1275,17
1276,20.25
1277,4
1278,15
1279,15
1288,2.53846153846154
1280,9
1281,13
1302,11.009009009009
1283,13
1310,7.67857142857143
1284,0
1285,18
1286,46
1291,3.33333333333333
1287,16
1365,6.25263157894737
1444,30.4859813084112
1289,9
1347,14.3888888888889
1290,11
1299,6.5
1300,9
1325,1
1301,1
1303,14
1304,10
1305,11
1407,1.80689655172414
1308,7
1309,14
1311,3
1312,3
1313,7
1314,1
1315,1
1316,1
1317,6
1348,5.58823529411765
1349,8
1318,6
1319,1
1320,1
1322,14
1423,11.019801980198
1324,1
1326,10
1336,11.0909090909091
1328,3
1329,3.33333333333333
1330,3
1331,3
1332,1
1351,10.1020408163265
1333,12.8
1334,45
1335,14
1360,5.85714285714286
1337,10
1396,8.125
1410,7.57638888888889
1350,8.75
1446,1
1447,2.54642857142857
1338,1
1339,9
1340,10
1341,13.5
1342,3
1352,6.11764705882353
1343,13
1344,3
1381,13.7317073170732
1345,9
1346,11
1389,9.17241379310345
1361,5
1500,3.61538461538462
1353,3
1377,4.2
1355,1
1507,9.90178571428571
1356,28.2
1357,15
1358,18.8333333333333
1359,4
1362,7
1363,9
1364,1
1366,2
1408,1
1414,19.2558139534884
1368,17.4
1369,9
1370,7
1371,2
1372,12.9166666666667
1373,22
1374,21
1375,7.58333333333333
1478,2.61827956989247
1382,3
1376,4.375
1378,17.8571428571429
1379,22
1380,21.3333333333333
1406,3.89655172413793
1383,14.5
1492,30.5373134328358
1398,22.8823529411765
1404,3.71428571428571
1385,2
1450,2.43396226415094
1386,9
1387,3
1399,4
1388,5
1725,6.55165289256198
1403,5.29411764705882
1390,3
1391,3
1400,4.5
1392,1
1393,5
1401,30
1394,19
1402,23.25
1422,14.0714285714286
1405,4
1409,13
1539,6.37037037037037
1411,0
1412,5
1413,10
1433,11.6923076923077
1445,2
1418,6
1420,1
1464,0.896551724137931
1415,21
1526,16.7393939393939
1463,10.6326530612245
1416,7
1417,3
1419,2
1448,8.68181818181818
1421,14.75
1424,5
1425,5
1458,4.3855421686747
1426,14
1427,12
1428,4
1564,0
1429,6
1430,1
1431,1
1432,1
1473,9.8
1434,17
1469,18.3050847457627
1435,13.75
1436,16
1471,24.5238095238095
1437,5
1438,3.5
1439,0
1452,6.72727272727273
1683,39.3394683026585
1449,18.5
1456,21.4468085106383
1440,4
1441,2
1442,13
1733,7.01660735468565
1443,18
1451,2.5
1453,8.16666666666667
1454,8
1455,15
1457,2
1459,7
1460,17
1475,17.6315789473684
1461,20.25
1462,16
1607,8.27386934673367
1465,7
1466,8.66666666666667
1467,23
1468,13
1470,16
1472,1
1474,26
1498,10.8333333333333
1476,14
1489,16.2352941176471
1477,3.625
1560,4.4046511627907
1515,3.72972972972973
1479,27
1592,16.2134387351779
1480,30
1481,34
1482,11
1483,6.5
1487,6.25
1484,17.75
1485,15
1486,24
1502,10.0724637681159
1488,37
1493,1.33333333333333
1490,3
1517,0.173913043478261
1491,24.5
1675,8.70588235294118
1494,3
1501,3.33333333333333
1495,6
1541,8.78181818181818
1511,21
1496,40
1503,27.2173913043478
1497,15
1504,0
1505,3
1506,2
1508,6
1509,10
1510,5
1512,48
1513,10.5
1514,3
1583,3.34831460674157
1516,1
1524,3
1518,8.42857142857143
1519,22
1627,41.1936416184971
1520,4
1521,3.5
1522,3
1523,3
1528,1
1546,19.625
1582,8.31460674157303
1525,10
1532,49.375
1533,4.6
1527,0
1612,3.30327868852459
1537,15.5
1529,18
1561,12.4310344827586
1530,7.66666666666667
1531,5
1548,17.8666666666667
1544,7.875
1534,2
1535,13
1545,12.8
1536,11.5
1562,7.04761904761905
1538,8
1540,4
1554,17.2
1542,23
1549,4
1543,0
1551,5.5
1547,38
1563,0.333333333333333
1550,4
1552,12
1553,13
1629,12.55
1555,5
1565,5.5
1556,8
1631,30.1428571428571
1557,5
1558,21
1559,3
1566,12.5
1574,8.8
1590,3.52
1567,4
1568,3
1569,1
1570,1
1576,1
1571,3.375
1572,9.5
1573,8.5
1575,1
1580,1
1577,8
1601,2.56716417910448
1578,75
1579,25
1602,10.2765957446809
1680,84.4235294117647
1581,8.8
1591,15.6666666666667
1585,8
1681,9.1437908496732
1586,3.5
1587,15
1588,0
1726,44.6339285714286
1597,15.7142857142857
1589,15
1593,22.5
1598,16.3125
1594,15
1671,29.6893939393939
1595,21
1596,27
1599,32
1640,5.66666666666667
1600,1
1609,2.15789473684211
1644,7.42857142857143
1603,32
1632,45.5504587155963
1611,1
1604,1
1605,9.5
1606,33
1682,9.26086956521739
1608,2
1610,19
1709,17.4857142857143
1613,4
1630,3.86046511627907
1614,14
1628,8.17647058823529
1615,9
1619,3
1616,3
1617,8.25
1618,17.5
1776,9.40452261306533
1620,10
1633,17.625
1621,13
1634,16.3571428571429
1622,6
1623,12
1624,6
1625,54
1646,10.5384615384615
1626,10.5
1641,0
1635,6
1636,19
1637,13.6666666666667
1638,5
1716,3.59836065573771
1639,14
1642,3
1643,11
1659,27.8214285714286
1645,23
1647,12.1
1648,16.3333333333333
1654,9.21428571428571
1649,14
1650,14.4
1651,5
1661,3.77777777777778
1652,2.5
1663,10.5
1653,19.2727272727273
1655,14
1676,3.57894736842105
1673,7.27272727272727
1656,6
1657,7
1658,23
1660,15
1685,0
1662,15.25
1664,23
1665,6
1666,10
1667,7
1693,8.25
1668,2
1687,13.9166666666667
1689,11
1669,25
1928,42.4027504911591
1670,8.5
1672,0
1690,11
1729,6.06329113924051
1684,30.3333333333333
1674,18
1686,2
1677,16
1678,12.5
1679,3
1731,3.7
1688,14
1739,10.05
1691,8
1692,3
1694,5
1699,3.64
1695,3
1696,9
1697,9
1698,26
1703,23
1775,23.0817610062893
1715,4.03125
1706,6.28571428571429
1960,24.4113573407202
1700,6.5
1701,20.8
1702,26
1814,30.9484978540773
1704,20
1705,22.1818181818182
1713,6.625
1793,7.52631578947368
1707,21
1708,15
1732,3
1783,8.325
1710,18.5
1711,16
1712,24
1730,6.70491803278689
1714,4
1719,1
1735,6
1717,28
1718,10.3333333333333
1734,5.8
1720,1
1721,9
1722,31.6666666666667
1723,6.5
1724,14
1740,4.33333333333333
1743,2
1736,33
1737,23
1738,4
1746,6.5
1753,3.9375
1741,3
1742,4
1744,7.5
1745,4.5
1752,39.96875
1747,20
1748,3
1749,3
1750,8
1813,8.45833333333333
1756,5.5
1751,13
1763,9
1757,4.6
1754,21
1761,1.66666666666667
1762,2.33333333333333
1755,3
1777,6.80487804878049
1758,15.4
1759,20.5
1760,4.33333333333333
1848,0
2023,6.85683297180043
1764,3.8
1856,9.41509433962264
1765,2
1766,6
1767,6.5
1779,18.5333333333333
1825,5.48780487804878
1768,5
1790,1.26
1769,6
1818,5.32967032967033
1770,22.25
1778,15.375
1780,2
1771,4
1772,0
1773,13
1787,13.5625
1797,7.325
1774,4
1781,6
1782,7
1784,6
1785,11
1786,13
1788,5.5
1789,2
1791,8
1792,7
1794,17
1840,6.63934426229508
1795,7
1796,18
1815,11.1
1812,68.1666666666667
1805,3.75
1808,2
1798,8.5
1799,15
1800,14
1801,4
1816,2.17647058823529
1802,2.11111111111111
1821,10.5238095238095
1822,9.21428571428571
1803,15.25
1804,2
1806,12
1817,5.27272727272727
1807,4
1809,2
1810,2
1866,2.38461538461538
1811,8
1842,0
1872,3.47474747474748
1844,9.4375
1819,9.77272727272727
1820,4
2265,9.81643002028398
1857,0.642857142857143
1843,4.88888888888889
1828,1.91666666666667
1823,3
1824,13
1826,2
1827,0.666666666666667
1829,3
1830,3
1831,3
1832,14
1833,11
1834,14
1835,3
1846,11.2
1836,11.6
1837,6
1838,4
1839,11
1841,3
1863,9.46551724137931
1845,2
1858,6.32692307692308
1847,5
1854,5.33333333333333
1849,12
1882,8.77777777777778
1855,14
1850,2
1851,6
1852,8
1861,25.8181818181818
1893,0
1853,5
1891,11.7916666666667
1904,3.3
1859,0
1868,7.875
1860,6
1929,6.88590604026846
1862,21
1888,8
1864,4
1875,16.1818181818182
1865,0
1867,19.3333333333333
1869,5.75
1870,6
1871,22
2126,6.75
1883,7.42307692307692
1873,9
1874,4
1885,4
1876,15.2
1877,24
1878,5
1879,6
1899,10.6923076923077
1880,0
1881,3
1884,10.5
1886,5
1887,22
1889,4
1890,3
1892,9
1894,3
1900,8.33333333333333
1933,13.75
1895,13
1896,8
1897,22.3333333333333
1898,4.66666666666667
1931,3.51111111111111
1901,8
1902,5
1903,22
1905,5
1906,3
1939,5.16666666666667
1907,7.71428571428571
1908,9
1909,5
1910,25
1911,8
1912,2
1930,6.5
1913,32
1914,7.66666666666667
1915,5
1916,21
1917,6.16666666666667
1918,6
1919,5
1920,35
1924,2.25
1921,5
1932,3.73684210526316
1922,5
1923,5
2269,1.75158946412352
1944,4.92857142857143
1925,22.5
1934,3.2
1935,36
1926,14
2027,5.66171003717472
1927,5
1936,4.33333333333333
1982,9.12173913043478
1937,28
1938,21.25
1947,3.31034482758621
1940,39
1941,3.57142857142857
1942,5.2
1943,3.33333333333333
1945,13
2334,32.2034847542004
2001,76.6931818181818
2024,16.8361774744027
1946,5
1950,5
1948,4
2597,24.1618978630931
1949,31
1951,5
1952,14.3333333333333
1955,4.6
1953,3
1954,8
1961,7.23076923076923
1956,3
2207,9.88059701492537
1957,5
1958,3.5
1959,5
1962,6
1983,6.19718309859155
1963,5
1966,4.23076923076923
1964,14.375
1999,8.08163265306122
1965,7
1967,4
1968,4
1987,3.67741935483871
1969,0
1971,5.75
1981,4
1970,10.5
1986,16.6666666666667
1974,0
1985,93.6388888888889
1984,26.3260869565217
1972,18
1973,14
1975,5
1976,18
1977,5
1991,1
1978,5.5
1992,5.33333333333333
1979,17
2128,7.05641025641026
1980,21
1988,8
1989,5.5
1990,4
2079,52.4568965517241
1993,3
1994,5
1995,8.5
1996,19
1997,4
2074,4
1998,1
2000,4
2006,15.8333333333333
2002,7.42857142857143
2003,20
2004,2.2
2005,2
2009,6.5
2022,2
2007,2
2026,4
2015,9.84615384615385
2008,13
2107,24.75
2010,2
2011,8
2012,16.5
2028,9
2077,24.3125
2013,0
2018,3
2014,2.6
2044,6.55
2032,71.1904761904762
2016,7.8
2017,4
2021,9.2
2025,0
2019,2
2046,13.3265306122449
2183,6.59241706161137
2033,39.1875
2062,22.7727272727273
2049,0.903614457831325
2020,10
2029,2
2118,4.23140495867769
2030,16
2031,15
2034,7.75
2129,8.42675159235669
2035,2
2036,2
2037,19
2038,15
2039,13
2040,10.3333333333333
2048,11.5
2055,9.37037037037037
2041,7
2042,6.875
2043,0
2054,13.7272727272727
2045,12.1428571428571
2053,9.77777777777778
2047,8.5
2075,46.2142857142857
2050,38
2051,2
2052,3
2078,8.82352941176471
2076,8.69090909090909
2099,8.15555555555556
2142,16.6195652173913
2056,2
2057,2
2058,3
2059,2
2060,76
2085,2.6
2061,3
2063,1
2064,40
2065,0
2066,2
2067,2
2068,2
2069,25.5
2130,6.29126213592233
2070,23
2071,13
2087,12.0952380952381
2081,3.45454545454545
2088,26.5714285714286
2072,2
2073,2
2080,9.8
2163,23.0336134453782
2095,1
2082,2
2083,2
2084,4
2112,2.27777777777778
2086,9
2092,16.375
2133,0
2089,5.66666666666667
2090,3
2091,4
2127,10.5862068965517
2093,6.47619047619048
2094,3
2096,2
2097,4
2111,4
2098,1
2104,11
2100,7
2109,1
2101,2
2102,2
2103,1
2113,1
2205,7.72
2105,7
2106,10
2246,6.81132075471698
2108,7
2110,2
2114,2
2115,2
2116,2
2117,2
2119,4
2136,3.875
2120,38
2131,9.6
2121,7
2122,6
2494,5.73377337733773
2304,14.968085106383
2123,7
2124,57
2272,8.59183673469388
2141,5.77777777777778
2125,6
2134,6.83333333333333
2221,6.06422018348624
2159,8.75
2282,50.3174603174603
2132,21
2135,4
2137,12
2203,11.8863636363636
2220,13.3214285714286
2138,7
2139,6
2140,4
2427,14.6201550387597
2143,6
2144,5
2145,2
2146,4
2147,12
2148,8
2149,13
2150,5
2160,5.44444444444445
2151,10
2152,23
2153,16
2154,2
2166,4
2155,4
2156,3
2157,4
2158,7
2184,12.7857142857143
2161,11.3333333333333
2162,9
2204,17.974358974359
2164,21
2165,14
2167,1
2202,1
2208,10.9
2168,8
2169,8.5
2170,5
2171,15.2
2172,4.5
2498,15.7381578947368
2209,2.7
2173,3
2229,6.52941176470588
2174,27
